"","GeneID","Module"
"792","CDO30_RS27240","grey"
"793","CDO30_RS09890","turquoise"
"794","CDO30_RS18185","yellow"
"795","CDO30_RS02430","turquoise"
"796","CDO30_RS15485","turquoise"
"797","CDO30_RS32540","brown"
"798","CDO30_RS06075","grey"
"799","CDO30_RS23760","blue"
"800","CDO30_RS16730","turquoise"
"801","CDO30_RS25175","grey"
"802","CDO30_RS17685","turquoise"
"803","CDO30_RS25060","brown"
"804","CDO30_RS30105","red"
"805","CDO30_RS06675","turquoise"
"806","CDO30_RS05975","turquoise"
"807","CDO30_RS13120","turquoise"
"808","CDO30_RS31115","blue"
"809","CDO30_RS26295","blue"
"810","CDO30_RS07925","turquoise"
"811","CDO30_RS00130","turquoise"
"812","CDO30_RS08790","blue"
"813","CDO30_RS04370","turquoise"
"814","CDO30_RS04460","grey"
"815","CDO30_RS16810","brown"
"816","CDO30_RS23270","brown"
"817","CDO30_RS10775","turquoise"
"818","CDO30_RS14355","turquoise"
"819","CDO30_RS13450","turquoise"
"820","CDO30_RS30365","blue"
"821","CDO30_RS02520","brown"
"822","CDO30_RS21335","grey"
"823","CDO30_RS07990","turquoise"
"824","CDO30_RS24200","blue"
"825","CDO30_RS08140","blue"
"826","CDO30_RS25420","grey"
"827","CDO30_RS02320","turquoise"
"828","CDO30_RS03805","grey"
"829","CDO30_RS03650","turquoise"
"830","CDO30_RS07970","turquoise"
"831","CDO30_RS03235","grey"
"832","CDO30_RS20180","brown"
"833","CDO30_RS08030","turquoise"
"834","CDO30_RS10750","grey"
"835","CDO30_RS01180","turquoise"
"836","CDO30_RS18155","yellow"
"837","CDO30_RS17570","red"
"838","CDO30_RS13595","green"
"839","CDO30_RS30255","blue"
"840","CDO30_RS33315","turquoise"
"841","CDO30_RS10910","brown"
"842","CDO30_RS25440","black"
"843","CDO30_RS18090","yellow"
"844","CDO30_RS08570","turquoise"
"845","CDO30_RS10385","grey"
"846","CDO30_RS03515","brown"
"847","CDO30_RS19820","yellow"
"848","CDO30_RS07825","green"
"849","CDO30_RS30985","blue"
"850","CDO30_RS01730","grey"
"851","CDO30_RS27680","grey"
"852","CDO30_RS11475","turquoise"
"853","CDO30_RS19230","green"
"854","CDO30_RS09800","blue"
"855","CDO30_RS16480","grey"
"856","CDO30_RS19240","green"
"857","CDO30_RS24335","blue"
"858","CDO30_RS00795","turquoise"
"859","CDO30_RS19845","yellow"
"860","CDO30_RS25170","grey"
"861","CDO30_RS17740","brown"
"862","CDO30_RS11460","turquoise"
"863","CDO30_RS05665","grey"
"864","CDO30_RS02835","blue"
"865","CDO30_RS01365","black"
"866","CDO30_RS02445","black"
"867","CDO30_RS27120","blue"
"868","CDO30_RS01885","turquoise"
"869","CDO30_RS04240","turquoise"
"870","CDO30_RS08840","turquoise"
"871","CDO30_RS14720","turquoise"
"872","CDO30_RS07285","blue"
"873","CDO30_RS29520","blue"
"874","CDO30_RS11880","turquoise"
"875","CDO30_RS01115","turquoise"
"876","CDO30_RS07885","blue"
"877","CDO30_RS13515","blue"
"878","CDO30_RS30305","brown"
"879","CDO30_RS03940","turquoise"
"880","CDO30_RS32925","turquoise"
"881","CDO30_RS16525","turquoise"
"882","CDO30_RS10755","turquoise"
"883","CDO30_RS01430","turquoise"
"884","CDO30_RS11600","grey"
"885","CDO30_RS05430","red"
"886","CDO30_RS07175","turquoise"
"887","CDO30_RS14585","red"
"888","CDO30_RS08810","brown"
"889","CDO30_RS02300","blue"
"890","CDO30_RS20205","brown"
"891","CDO30_RS30485","green"
"892","CDO30_RS11300","brown"
"893","CDO30_RS14155","blue"
"894","CDO30_RS10770","grey"
"895","CDO30_RS01235","grey"
"896","CDO30_RS25665","grey"
"897","CDO30_RS13000","blue"
"898","CDO30_RS01175","turquoise"
"899","CDO30_RS09110","grey"
"900","CDO30_RS25805","blue"
"901","CDO30_RS15390","turquoise"
"902","CDO30_RS12670","grey"
"903","CDO30_RS17130","turquoise"
"904","CDO30_RS27770","brown"
"905","CDO30_RS00505","turquoise"
"906","CDO30_RS31955","blue"
"907","CDO30_RS01695","grey"
"908","CDO30_RS26910","turquoise"
"909","CDO30_RS15685","turquoise"
"910","CDO30_RS11145","turquoise"
"911","CDO30_RS19445","grey"
"912","CDO30_RS24470","brown"
"913","CDO30_RS03035","blue"
"914","CDO30_RS08020","turquoise"
"915","CDO30_RS18045","blue"
"916","CDO30_RS16015","turquoise"
"917","CDO30_RS12945","brown"
"918","CDO30_RS02595","black"
"919","CDO30_RS04920","turquoise"
"920","CDO30_RS06830","blue"
"921","CDO30_RS10675","green"
"922","CDO30_RS08065","turquoise"
"923","CDO30_RS07815","turquoise"
"924","CDO30_RS05380","turquoise"
"925","CDO30_RS30790","blue"
"926","CDO30_RS06530","turquoise"
"927","CDO30_RS11465","turquoise"
"928","CDO30_RS00500","grey"
"929","CDO30_RS11065","blue"
"930","CDO30_RS06940","grey"
"931","CDO30_RS03925","turquoise"
"932","CDO30_RS19195","green"
"933","CDO30_RS22735","blue"
"934","CDO30_RS29265","brown"
"935","CDO30_RS31145","turquoise"
"936","CDO30_RS34565","blue"
"937","CDO30_RS28460","turquoise"
"938","CDO30_RS04425","brown"
"939","CDO30_RS00615","turquoise"
"940","CDO30_RS27175","brown"
"941","CDO30_RS13100","black"
"942","CDO30_RS28005","grey"
"943","CDO30_RS25710","red"
"944","CDO30_RS32550","grey"
"945","CDO30_RS13095","black"
"946","CDO30_RS14305","brown"
"947","CDO30_RS06345","turquoise"
"948","CDO30_RS00590","brown"
"949","CDO30_RS20165","blue"
"950","CDO30_RS00800","turquoise"
"951","CDO30_RS07160","grey"
"952","CDO30_RS01045","turquoise"
"953","CDO30_RS00555","turquoise"
"954","CDO30_RS05695","grey"
"955","CDO30_RS05805","blue"
"956","CDO30_RS06320","red"
"957","CDO30_RS01710","turquoise"
"958","CDO30_RS31150","turquoise"
"959","CDO30_RS09000","red"
"960","CDO30_RS29705","green"
"961","CDO30_RS14280","turquoise"
"962","CDO30_RS06035","blue"
"963","CDO30_RS27170","blue"
"964","CDO30_RS15320","blue"
"965","CDO30_RS08145","blue"
"966","CDO30_RS32400","brown"
"967","CDO30_RS02610","black"
"968","CDO30_RS01215","turquoise"
"969","CDO30_RS11725","brown"
"970","CDO30_RS19210","green"
"971","CDO30_RS01330","grey"
"972","CDO30_RS19380","blue"
"973","CDO30_RS08740","turquoise"
"974","CDO30_RS04085","turquoise"
"975","CDO30_RS10660","grey"
"976","CDO30_RS00400","turquoise"
"977","CDO30_RS05360","turquoise"
"978","CDO30_RS02135","turquoise"
"979","CDO30_RS10860","turquoise"
"980","CDO30_RS01705","turquoise"
"981","CDO30_RS00975","turquoise"
"982","CDO30_RS05120","turquoise"
"983","CDO30_RS13640","blue"
"984","CDO30_RS08290","turquoise"
"985","CDO30_RS10415","turquoise"
"986","CDO30_RS15510","blue"
"987","CDO30_RS20565","red"
"988","CDO30_RS13230","brown"
"989","CDO30_RS08280","turquoise"
"990","CDO30_RS02440","blue"
"991","CDO30_RS09050","blue"
"992","CDO30_RS01285","turquoise"
"993","CDO30_RS25015","blue"
"994","CDO30_RS00465","turquoise"
"995","CDO30_RS22620","black"
"996","CDO30_RS27715","blue"
"997","CDO30_RS24370","brown"
"998","CDO30_RS14390","blue"
"999","CDO30_RS26620","grey"
"1000","CDO30_RS14540","turquoise"
"1001","CDO30_RS12590","blue"
"1002","CDO30_RS16095","turquoise"
"1003","CDO30_RS19635","turquoise"
"1004","CDO30_RS23810","blue"
"1005","CDO30_RS22895","grey"
"1006","CDO30_RS12910","blue"
"1007","CDO30_RS07870","blue"
"1008","CDO30_RS27695","turquoise"
"1009","CDO30_RS06000","grey"
"1010","CDO30_RS14935","blue"
"1011","CDO30_RS17300","grey"
"1012","CDO30_RS30755","grey"
"1013","CDO30_RS32125","blue"
"1014","CDO30_RS01805","blue"
"1015","CDO30_RS13335","blue"
"1016","CDO30_RS25550","blue"
"1017","CDO30_RS24550","blue"
"1018","CDO30_RS25775","black"
"1019","CDO30_RS03030","grey"
"1020","CDO30_RS08780","blue"
"1021","CDO30_RS16090","turquoise"
"1022","CDO30_RS12200","blue"
"1023","CDO30_RS16175","turquoise"
"1024","CDO30_RS15920","black"
"1025","CDO30_RS15630","turquoise"
"1026","CDO30_RS01850","turquoise"
"1027","CDO30_RS11695","black"
"1028","CDO30_RS31980","blue"
"1029","CDO30_RS10585","grey"
"1030","CDO30_RS07960","turquoise"
"1031","CDO30_RS27655","grey"
"1032","CDO30_RS21550","grey"
"1033","CDO30_RS07255","turquoise"
"1034","CDO30_RS27285","blue"
"1035","CDO30_RS07940","turquoise"
"1036","CDO30_RS01405","turquoise"
"1037","CDO30_RS12550","turquoise"
"1038","CDO30_RS14405","blue"
"1039","CDO30_RS05980","turquoise"
"1040","CDO30_RS00210","turquoise"
"1041","CDO30_RS03070","blue"
"1042","CDO30_RS05810","turquoise"
"1043","CDO30_RS11750","turquoise"
"1044","CDO30_RS14835","grey"
"1045","CDO30_RS10390","turquoise"
"1046","CDO30_RS29365","turquoise"
"1047","CDO30_RS17255","turquoise"
"1048","CDO30_RS16085","turquoise"
"1049","CDO30_RS09825","turquoise"
"1050","CDO30_RS01460","turquoise"
"1051","CDO30_RS15950","brown"
"1052","CDO30_RS00325","yellow"
"1053","CDO30_RS25560","blue"
"1054","CDO30_RS06080","turquoise"
"1055","CDO30_RS03315","turquoise"
"1056","CDO30_RS05405","blue"
"1057","CDO30_RS16270","turquoise"
"1058","CDO30_RS25285","black"
"1059","CDO30_RS08995","red"
"1060","CDO30_RS02065","grey"
"1061","CDO30_RS13520","blue"
"1062","CDO30_RS05375","turquoise"
"1063","CDO30_RS23020","brown"
"1064","CDO30_RS04935","turquoise"
"1065","CDO30_RS16770","turquoise"
"1066","CDO30_RS08450","blue"
"1067","CDO30_RS08250","turquoise"
"1068","CDO30_RS17605","turquoise"
"1069","CDO30_RS35230","black"
"1070","CDO30_RS27300","grey"
"1071","CDO30_RS14190","blue"
"1072","CDO30_RS12650","blue"
"1073","CDO30_RS14640","turquoise"
"1074","CDO30_RS10595","grey"
"1075","CDO30_RS04890","green"
"1076","CDO30_RS07975","turquoise"
"1077","CDO30_RS14790","turquoise"
"1078","CDO30_RS16130","turquoise"
"1079","CDO30_RS29395","blue"
"1080","CDO30_RS02545","turquoise"
"1081","CDO30_RS31125","grey"
"1082","CDO30_RS00455","brown"
"1083","CDO30_RS17050","grey"
"1084","CDO30_RS00050","blue"
"1085","CDO30_RS16410","blue"
"1086","CDO30_RS03670","turquoise"
"1087","CDO30_RS01965","brown"
"1088","CDO30_RS08010","turquoise"
"1089","CDO30_RS21345","grey"
"1090","CDO30_RS08525","turquoise"
"1091","CDO30_RS12950","blue"
"1092","CDO30_RS01930","turquoise"
"1093","CDO30_RS17475","blue"
"1094","CDO30_RS06810","turquoise"
"1095","CDO30_RS19885","yellow"
"1096","CDO30_RS12845","turquoise"
"1097","CDO30_RS01445","turquoise"
"1098","CDO30_RS08980","turquoise"
"1099","CDO30_RS00090","blue"
"1100","CDO30_RS32145","blue"
"1101","CDO30_RS09975","blue"
"1102","CDO30_RS21540","turquoise"
"1103","CDO30_RS15400","turquoise"
"1104","CDO30_RS21100","grey"
"1105","CDO30_RS24590","grey"
"1106","CDO30_RS10900","brown"
"1107","CDO30_RS17600","turquoise"
"1108","CDO30_RS20095","blue"
"1109","CDO30_RS13800","blue"
"1110","CDO30_RS03390","turquoise"
"1111","CDO30_RS29525","turquoise"
"1112","CDO30_RS14930","blue"
"1113","CDO30_RS25735","turquoise"
"1114","CDO30_RS07540","blue"
"1115","CDO30_RS01350","turquoise"
"1116","CDO30_RS00315","grey"
"1117","CDO30_RS29175","grey"
"1118","CDO30_RS00865","turquoise"
"1119","CDO30_RS12280","turquoise"
"1120","CDO30_RS19930","blue"
"1121","CDO30_RS07930","blue"
"1122","CDO30_RS01260","grey"
"1123","CDO30_RS29755","blue"
"1124","CDO30_RS06770","turquoise"
"1125","CDO30_RS17705","turquoise"
"1126","CDO30_RS15405","grey"
"1127","CDO30_RS25355","blue"
"1128","CDO30_RS27910","brown"
"1129","CDO30_RS03565","brown"
"1130","CDO30_RS08265","black"
"1131","CDO30_RS11885","turquoise"
"1132","CDO30_RS25090","blue"
"1133","CDO30_RS09860","turquoise"
"1134","CDO30_RS07850","turquoise"
"1135","CDO30_RS10290","brown"
"1136","CDO30_RS07955","turquoise"
"1137","CDO30_RS08125","turquoise"
"1138","CDO30_RS24545","blue"
"1139","CDO30_RS02255","turquoise"
"1140","CDO30_RS17390","black"
"1141","CDO30_RS10015","blue"
"1142","CDO30_RS05170","brown"
"1143","CDO30_RS27130","turquoise"
"1144","CDO30_RS11675","brown"
"1145","CDO30_RS13365","blue"
"1146","CDO30_RS25375","turquoise"
"1147","CDO30_RS32845","grey"
"1148","CDO30_RS09045","turquoise"
"1149","CDO30_RS17235","blue"
"1150","CDO30_RS06685","turquoise"
"1151","CDO30_RS01810","turquoise"
"1152","CDO30_RS01035","turquoise"
"1153","CDO30_RS05580","turquoise"
"1154","CDO30_RS04135","blue"
"1155","CDO30_RS01960","turquoise"
"1156","CDO30_RS29430","blue"
"1157","CDO30_RS02920","grey"
"1158","CDO30_RS31625","brown"
"1159","CDO30_RS23660","grey"
"1160","CDO30_RS16775","turquoise"
"1161","CDO30_RS05050","turquoise"
"1162","CDO30_RS01940","grey"
"1163","CDO30_RS17385","blue"
"1164","CDO30_RS26730","blue"
"1165","CDO30_RS10060","blue"
"1166","CDO30_RS12060","turquoise"
"1167","CDO30_RS01230","turquoise"
"1168","CDO30_RS10690","blue"
"1169","CDO30_RS09725","turquoise"
"1170","CDO30_RS03345","turquoise"
"1171","CDO30_RS08935","blue"
"1172","CDO30_RS17345","grey"
"1173","CDO30_RS02055","turquoise"
"1174","CDO30_RS13775","turquoise"
"1175","CDO30_RS20045","blue"
"1176","CDO30_RS08325","blue"
"1177","CDO30_RS31075","brown"
"1178","CDO30_RS11000","brown"
"1179","CDO30_RS08695","turquoise"
"1180","CDO30_RS07180","turquoise"
"1181","CDO30_RS07190","brown"
"1182","CDO30_RS19890","yellow"
"1183","CDO30_RS10650","turquoise"
"1184","CDO30_RS17250","turquoise"
"1185","CDO30_RS13565","turquoise"
"1186","CDO30_RS07980","turquoise"
"1187","CDO30_RS31120","brown"
"1188","CDO30_RS02880","turquoise"
"1189","CDO30_RS30240","blue"
"1190","CDO30_RS03025","grey"
"1191","CDO30_RS32360","turquoise"
"1192","CDO30_RS10230","blue"
"1193","CDO30_RS06055","turquoise"
"1194","CDO30_RS28415","blue"
"1195","CDO30_RS28020","turquoise"
"1196","CDO30_RS10645","turquoise"
"1197","CDO30_RS26475","blue"
"1198","CDO30_RS01455","turquoise"
"1199","CDO30_RS08850","red"
"1200","CDO30_RS08945","brown"
"1201","CDO30_RS03245","turquoise"
"1202","CDO30_RS00305","turquoise"
"1203","CDO30_RS02990","blue"
"1204","CDO30_RS08195","grey"
"1205","CDO30_RS32875","blue"
"1206","CDO30_RS17825","turquoise"
"1207","CDO30_RS30990","blue"
"1208","CDO30_RS25780","black"
"1209","CDO30_RS01465","turquoise"
"1210","CDO30_RS02810","blue"
"1211","CDO30_RS00860","turquoise"
"1212","CDO30_RS00255","turquoise"
"1213","CDO30_RS17715","turquoise"
"1214","CDO30_RS06030","turquoise"
"1215","CDO30_RS03815","grey"
"1216","CDO30_RS08910","grey"
"1217","CDO30_RS13625","blue"
"1218","CDO30_RS27645","blue"
"1219","CDO30_RS19810","yellow"
"1220","CDO30_RS17200","turquoise"
"1221","CDO30_RS31315","blue"
"1222","CDO30_RS29580","red"
"1223","CDO30_RS10865","turquoise"
"1224","CDO30_RS18160","yellow"
"1225","CDO30_RS28570","red"
"1226","CDO30_RS01205","turquoise"
"1227","CDO30_RS08875","turquoise"
"1228","CDO30_RS29415","turquoise"
"1229","CDO30_RS14275","blue"
"1230","CDO30_RS02950","turquoise"
"1231","CDO30_RS12585","blue"
"1232","CDO30_RS18115","yellow"
"1233","CDO30_RS14435","turquoise"
"1234","CDO30_RS16875","blue"
"1235","CDO30_RS14945","turquoise"
"1236","CDO30_RS03715","blue"
"1237","CDO30_RS04280","turquoise"
"1238","CDO30_RS07775","grey"
"1239","CDO30_RS08160","turquoise"
"1240","CDO30_RS04130","blue"
"1241","CDO30_RS02260","turquoise"
"1242","CDO30_RS03460","blue"
"1243","CDO30_RS01385","turquoise"
"1244","CDO30_RS00245","turquoise"
"1245","CDO30_RS25070","black"
"1246","CDO30_RS22290","green"
"1247","CDO30_RS03955","turquoise"
"1248","CDO30_RS10875","turquoise"
"1249","CDO30_RS07860","turquoise"
"1250","CDO30_RS05325","grey"
"1251","CDO30_RS23980","blue"
"1252","CDO30_RS32770","turquoise"
"1253","CDO30_RS15010","blue"
"1254","CDO30_RS15810","blue"
"1255","CDO30_RS04355","grey"
"1256","CDO30_RS13410","blue"
"1257","CDO30_RS15830","turquoise"
"1258","CDO30_RS29995","turquoise"
"1259","CDO30_RS12305","grey"
"1260","CDO30_RS08190","green"
"1261","CDO30_RS19640","turquoise"
"1262","CDO30_RS26305","turquoise"
"1263","CDO30_RS04345","grey"
"1264","CDO30_RS13765","brown"
"1265","CDO30_RS15410","grey"
"1266","CDO30_RS07830","turquoise"
"1267","CDO30_RS01105","brown"
"1268","CDO30_RS32855","blue"
"1269","CDO30_RS00530","turquoise"
"1270","CDO30_RS22840","blue"
"1271","CDO30_RS03875","turquoise"
"1272","CDO30_RS26065","blue"
"1273","CDO30_RS15550","turquoise"
"1274","CDO30_RS24510","blue"
"1275","CDO30_RS26230","blue"
"1276","CDO30_RS11825","grey"
"1277","CDO30_RS13355","turquoise"
"1278","CDO30_RS01510","brown"
"1279","CDO30_RS29225","turquoise"
"1280","CDO30_RS19880","yellow"
"1281","CDO30_RS01870","turquoise"
"1282","CDO30_RS05370","blue"
"1283","CDO30_RS17315","grey"
"1284","CDO30_RS07965","turquoise"
"1285","CDO30_RS32190","blue"
"1286","CDO30_RS06435","green"
"1287","CDO30_RS30170","blue"
"1288","CDO30_RS06510","turquoise"
"1289","CDO30_RS09490","blue"
"1290","CDO30_RS05210","blue"
"1291","CDO30_RS32235","brown"
"1292","CDO30_RS00370","turquoise"
"1293","CDO30_RS22870","blue"
"1294","CDO30_RS13345","turquoise"
"1295","CDO30_RS14780","brown"
"1296","CDO30_RS04100","red"
"1297","CDO30_RS29425","turquoise"
"1298","CDO30_RS11150","grey"
"1299","CDO30_RS11120","turquoise"
"1300","CDO30_RS17175","grey"
"1301","CDO30_RS13660","grey"
"1302","CDO30_RS15215","yellow"
"1303","CDO30_RS13530","turquoise"
"1304","CDO30_RS08005","turquoise"
"1305","CDO30_RS11335","turquoise"
"1306","CDO30_RS16425","turquoise"
"1307","CDO30_RS26465","blue"
"1308","CDO30_RS02420","black"
"1309","CDO30_RS01950","grey"
"1310","CDO30_RS10695","blue"
"1311","CDO30_RS16365","turquoise"
"1312","CDO30_RS13045","turquoise"
"1313","CDO30_RS24360","blue"
"1314","CDO30_RS12885","turquoise"
"1315","CDO30_RS14950","blue"
"1316","CDO30_RS20570","red"
"1317","CDO30_RS14620","blue"
"1318","CDO30_RS31060","blue"
"1319","CDO30_RS07905","turquoise"
"1320","CDO30_RS14330","grey"
"1321","CDO30_RS11875","turquoise"
"1322","CDO30_RS12825","turquoise"
"1323","CDO30_RS29915","blue"
"1324","CDO30_RS29680","brown"
"1325","CDO30_RS11225","grey"
"1326","CDO30_RS01825","turquoise"
"1327","CDO30_RS04910","turquoise"
"1328","CDO30_RS14965","blue"
"1329","CDO30_RS10735","turquoise"
"1330","CDO30_RS29435","blue"
"1331","CDO30_RS18195","yellow"
"1332","CDO30_RS08930","blue"
"1333","CDO30_RS14300","turquoise"
"1334","CDO30_RS14365","turquoise"
"1335","CDO30_RS11320","turquoise"
"1336","CDO30_RS14700","turquoise"
"1337","CDO30_RS01700","blue"
"1338","CDO30_RS11770","grey"
"1339","CDO30_RS31760","brown"
"1340","CDO30_RS04860","blue"
"1341","CDO30_RS24075","blue"
"1342","CDO30_RS16680","blue"
"1343","CDO30_RS15545","turquoise"
"1344","CDO30_RS04255","blue"
"1345","CDO30_RS11710","turquoise"
"1346","CDO30_RS26050","blue"
"1347","CDO30_RS10570","turquoise"
"1348","CDO30_RS13605","turquoise"
"1349","CDO30_RS21930","blue"
"1350","CDO30_RS07625","brown"
"1351","CDO30_RS32655","grey"
"1352","CDO30_RS00085","turquoise"
"1353","CDO30_RS13600","turquoise"
"1354","CDO30_RS04865","brown"
"1355","CDO30_RS25430","brown"
"1356","CDO30_RS21515","blue"
"1357","CDO30_RS26055","grey"
"1358","CDO30_RS27100","grey"
"1359","CDO30_RS11960","black"
"1360","CDO30_RS10935","turquoise"
"1361","CDO30_RS15770","blue"
"1362","CDO30_RS06885","turquoise"
"1363","CDO30_RS04265","turquoise"
"1364","CDO30_RS08680","turquoise"
"1365","CDO30_RS10410","grey"
"1366","CDO30_RS15185","turquoise"
"1367","CDO30_RS14605","blue"
"1368","CDO30_RS10090","grey"
"1369","CDO30_RS32135","blue"
"1370","CDO30_RS03995","turquoise"
"1371","CDO30_RS08815","turquoise"
"1372","CDO30_RS31350","turquoise"
"1373","CDO30_RS32790","blue"
"1374","CDO30_RS13215","turquoise"
"1375","CDO30_RS26630","blue"
"1376","CDO30_RS31345","turquoise"
"1377","CDO30_RS16590","turquoise"
"1378","CDO30_RS29550","turquoise"
"1379","CDO30_RS05745","grey"
"1380","CDO30_RS29290","brown"
"1381","CDO30_RS15315","brown"
"1382","CDO30_RS07120","brown"
"1383","CDO30_RS11550","turquoise"
"1384","CDO30_RS19220","blue"
"1385","CDO30_RS25425","brown"
"1386","CDO30_RS09580","blue"
"1387","CDO30_RS05800","blue"
"1388","CDO30_RS25705","grey"
"1389","CDO30_RS32250","turquoise"
"1390","CDO30_RS31740","blue"
"1391","CDO30_RS06090","turquoise"
"1392","CDO30_RS25445","blue"
"1393","CDO30_RS16740","turquoise"
"1394","CDO30_RS08605","red"
"1395","CDO30_RS12850","turquoise"
"1396","CDO30_RS29235","turquoise"
"1397","CDO30_RS16495","brown"
"1398","CDO30_RS04300","turquoise"
"1399","CDO30_RS01830","turquoise"
"1400","CDO30_RS24580","grey"
"1401","CDO30_RS09960","blue"
"1402","CDO30_RS04945","turquoise"
"1403","CDO30_RS13925","turquoise"
"1404","CDO30_RS14350","turquoise"
"1405","CDO30_RS01495","blue"
"1406","CDO30_RS15645","turquoise"
"1407","CDO30_RS14960","turquoise"
"1408","CDO30_RS17220","brown"
"1409","CDO30_RS15755","turquoise"
"1410","CDO30_RS03510","turquoise"
"1411","CDO30_RS15585","brown"
"1412","CDO30_RS03405","turquoise"
"1413","CDO30_RS25360","blue"
"1414","CDO30_RS06390","blue"
"1415","CDO30_RS07820","turquoise"
"1416","CDO30_RS06195","turquoise"
"1417","CDO30_RS04015","brown"
"1418","CDO30_RS30890","blue"
"1419","CDO30_RS13835","grey"
"1420","CDO30_RS14125","brown"
"1421","CDO30_RS23655","brown"
"1422","CDO30_RS14160","blue"
"1423","CDO30_RS01725","turquoise"
"1424","CDO30_RS08135","black"
"1425","CDO30_RS19770","yellow"
"1426","CDO30_RS01570","turquoise"
"1427","CDO30_RS15850","red"
"1428","CDO30_RS29505","turquoise"
"1429","CDO30_RS05985","grey"
"1430","CDO30_RS03040","grey"
"1431","CDO30_RS24525","blue"
"1432","CDO30_RS02210","turquoise"
"1433","CDO30_RS07790","turquoise"
"1434","CDO30_RS06330","turquoise"
"1435","CDO30_RS27730","grey"
"1436","CDO30_RS27070","turquoise"
"1437","CDO30_RS03575","turquoise"
"1438","CDO30_RS30235","blue"
"1439","CDO30_RS10130","turquoise"
"1440","CDO30_RS30075","grey"
"1441","CDO30_RS02655","turquoise"
"1442","CDO30_RS15325","blue"
"1443","CDO30_RS34560","blue"
"1444","CDO30_RS02670","brown"
"1445","CDO30_RS23830","grey"
"1446","CDO30_RS07265","turquoise"
"1447","CDO30_RS15985","turquoise"
"1448","CDO30_RS11330","blue"
"1449","CDO30_RS05150","turquoise"
"1450","CDO30_RS14025","blue"
"1451","CDO30_RS13235","grey"
"1452","CDO30_RS18840","brown"
"1453","CDO30_RS22930","blue"
"1454","CDO30_RS03860","brown"
"1455","CDO30_RS23295","turquoise"
"1456","CDO30_RS03425","turquoise"
"1457","CDO30_RS01425","turquoise"
"1458","CDO30_RS27250","grey"
"1459","CDO30_RS27690","turquoise"
"1460","CDO30_RS23490","blue"
"1461","CDO30_RS05915","turquoise"
"1462","CDO30_RS28295","grey"
"1463","CDO30_RS11790","grey"
"1464","CDO30_RS34490","blue"
"1465","CDO30_RS14845","blue"
"1466","CDO30_RS30605","turquoise"
"1467","CDO30_RS00825","brown"
"1468","CDO30_RS07065","blue"
"1469","CDO30_RS17635","grey"
"1470","CDO30_RS13005","blue"
"1471","CDO30_RS27835","turquoise"
"1472","CDO30_RS05140","turquoise"
"1473","CDO30_RS02400","blue"
"1474","CDO30_RS02235","brown"
"1475","CDO30_RS00765","turquoise"
"1476","CDO30_RS32320","blue"
"1477","CDO30_RS27415","blue"
"1478","CDO30_RS19660","turquoise"
"1479","CDO30_RS21805","brown"
"1480","CDO30_RS00680","blue"
"1481","CDO30_RS32815","blue"
"1482","CDO30_RS31320","blue"
"1483","CDO30_RS14425","turquoise"
"1484","CDO30_RS02375","grey"
"1485","CDO30_RS04105","turquoise"
"1486","CDO30_RS23300","turquoise"
"1487","CDO30_RS00225","blue"
"1488","CDO30_RS26760","turquoise"
"1489","CDO30_RS15990","blue"
"1490","CDO30_RS16160","brown"
"1491","CDO30_RS32930","blue"
"1492","CDO30_RS21825","blue"
"1493","CDO30_RS25370","blue"
"1494","CDO30_RS00815","turquoise"
"1495","CDO30_RS08800","green"
"1496","CDO30_RS17395","black"
"1497","CDO30_RS17380","brown"
"1498","CDO30_RS29750","blue"
"1499","CDO30_RS12780","brown"
"1500","CDO30_RS10365","blue"
"1501","CDO30_RS13610","turquoise"
"1502","CDO30_RS13240","turquoise"
"1503","CDO30_RS32000","brown"
"1504","CDO30_RS00330","turquoise"
"1505","CDO30_RS14370","turquoise"
"1506","CDO30_RS12730","turquoise"
"1507","CDO30_RS23495","blue"
"1508","CDO30_RS15775","turquoise"
"1509","CDO30_RS16170","turquoise"
"1510","CDO30_RS06870","turquoise"
"1511","CDO30_RS03680","turquoise"
"1512","CDO30_RS30150","blue"
"1513","CDO30_RS19570","yellow"
"1514","CDO30_RS15440","brown"
"1515","CDO30_RS04500","blue"
"1516","CDO30_RS21400","blue"
"1517","CDO30_RS12615","grey"
"1518","CDO30_RS26815","grey"
"1519","CDO30_RS01995","brown"
"1520","CDO30_RS32545","turquoise"
"1521","CDO30_RS07165","blue"
"1522","CDO30_RS16000","blue"
"1523","CDO30_RS01935","turquoise"
"1524","CDO30_RS25435","black"
"1525","CDO30_RS10780","turquoise"
"1526","CDO30_RS24560","grey"
"1527","CDO30_RS08200","turquoise"
"1528","CDO30_RS02935","blue"
"1529","CDO30_RS32900","blue"
"1530","CDO30_RS12725","turquoise"
"1531","CDO30_RS06185","green"
"1532","CDO30_RS26595","blue"
"1533","CDO30_RS17310","grey"
"1534","CDO30_RS18170","yellow"
"1535","CDO30_RS26585","blue"
"1536","CDO30_RS32700","brown"
"1537","CDO30_RS06215","blue"
"1538","CDO30_RS13015","blue"
"1539","CDO30_RS16315","blue"
"1540","CDO30_RS02015","turquoise"
"1541","CDO30_RS12000","turquoise"
"1542","CDO30_RS13460","turquoise"
"1543","CDO30_RS03810","grey"
"1544","CDO30_RS03595","brown"
"1545","CDO30_RS07890","turquoise"
"1546","CDO30_RS10905","blue"
"1547","CDO30_RS05765","turquoise"
